Date,Time,Agent_X_Type,Agent_O_Type,Winner,Num_Moves,Game_Duration_Seconds,Final_Board_State
2025-04-19,17:51:28,MCTS,Random,X,35,18.07,X O O OO OX X  OO   X XOXOO  O      XOO      X     OOX O XXX   XXX      XXX    O 
2025-04-19,17:52:11,MCTS,MCTS,X,43,43.08, X OX  X X XOX  O OO  O  X  X  XX XXOOO O  XXO  O  O    XOXXX  XO OXXOOX      OOO
2025-04-19,17:52:11,Easy,Random,X,39,0.04,X  OOO   OXOX OOOOXXOX  X  XXX  O  OX O      XXX      XXOO     X  O O  OXXX   O  
2025-04-19,17:52:44,MCTS,Hard,X,47,32.75,XOOX   XXXOOX  XO OXXOOXX XOOXXOX O   XX X  X  O O O  O     XXXOXO   OX   OOO O  
2025-04-19,17:52:45,Easy,Medium,O,26,1.05,XOOOOO   XOXXO  O XOXOOO   XXO      XXX      X                 X                 
2025-04-19,17:52:46,Random,Medium,O,44,0.92,XOX X X OOX  OXXXOO    OXX  O  X X  OOXXOX XOXX OOO     OOOO   OOO    X X   XX   
2025-04-19,17:53:09,MCTS,Random,X,45,23.08,  X XO   OO XXX X  O XXXXO  OOOO OXOXOO XO  X XXXO  O  X  X OX   OXOOOX   OX     
2025-04-19,17:53:53,Hard,Hard,X,53,44.52,XOOOOO   XOXXO  O XOXOOX XXXXOOXXXOOXXX      X OX OX     OOO   OOXXOOXX OX OX  X 
2025-04-19,17:53:54,Random,Medium,O,40,0.8, X  X  X  OX  X XX  OOX   X  XXOO  XOXOXOXX XOO     XX O  O XO OO O  O     OOO   
2025-04-19,17:59:20,Hard,Random,X,39,26.28,XO X OXOOXXX O OO   OXXXOO  OOXO  O   XOX XO X O        XXO  O XXX       X       
2025-04-19,17:59:42,MCTS,Medium,O,42,21.67, XO X  X X OX  X  XOX XXO OOOO  XXX OO O XO XO  O XO   XOOX  X O   O   O  X XO   
2025-04-19,17:59:53,MCTS,Easy,X,21,11.1,  X  X  X    X XXXO X X X           OO       OO       OO   X   O        OO       
2025-04-19,18:00:37,Hard,Hard,X,53,44.48,XOOOOO   XOXXO  O XOXOOX XXXXOOXXXOOXXX      X OX OX     OOO   OOXXOOXX OX OX  X 
2025-04-19,18:00:57,Medium,MCTS,O,38,19.89,XOO OO O XOOX     XXXO  O  XXXO O     O OXO  X   X OOX   XXX   X   X   X   OOO   
2025-04-19,18:01:28,MCTS,Hard,X,43,31.13,O OXXXO X  X  X XX O XXX   X OX  XOX O OO  OXOOO       XXOX OO  O O  XXXO  O  O  
2025-04-19,18:01:43,Hard,Random,Draw,61,14.79,XXO XOOOOO X OOXXXXOXXOOOXOXOXOOXOXOO XXXOX OXXX      XXXXO  OOXOOOO OXO  X X X  
2025-04-19,18:02:30,Hard,Hard,X,53,46.48,XOOOOO   XOXXO  O XOXOOX XXXXOOXXXOOXXX      X OX OX     OOO   OOXXOOXX OX OX  X 
2025-04-19,18:02:53,Random,MCTS,O,46,23.06,   OO  XX    OO      OOXXX    XXXXO O  OXXO   XXOXOXOXOX O OO X  OXXOX OX O  O XO
2025-04-19,18:03:19,Easy,Hard,O,26,26.79,XOOOOO   XOXXO  O XOXOOO   XXO      XXX      X                 X                 
2025-04-19,18:03:31,Easy,MCTS,O,22,11.12,X     OOOXO  O  O   O O O           XXX O             XX       XXX O    X        
2025-04-19,18:03:56,MCTS,Hard,X,35,25.74,  XO X XX      XXX  X  XX XO  XO XO    XOXX  OOO        OOO  O OO XX    OOO      
2025-04-19,18:04:18,MCTS,Medium,O,40,21.8,XO OX   XX XOOOX  O XOX X  XX X OOXOOOO X      X X     XOOX  X   O O O   O    O X
2025-04-19,18:04:40,Hard,Medium,X,51,22.0,XOOOOO   XOXXO  O XOXOOXOXXXXOO XXOOXXX      X OX OX     OOO   O  X  XXOX  XXXOO 
2025-04-19,18:05:27,Hard,Hard,X,53,47.32,XOOOOO   XOXXO  O XOXOOX XXXXOOXXXOOXXX      X OX OX     OOO   OOXXOOXX OX OX  X 
2025-04-19,18:05:29,Random,Medium,O,48,1.36,XO X  X  XXOXOXXOO  XOOO XXOOXOXOXXX XXOOOX X XX O    OOO      XO O      OOOX    
2025-04-19,18:05:40,MCTS,Easy,X,21,11.1,XO  XX  X  X X X  O X X X           OOO    X O        OO       O        O        
2025-04-19,18:06:24,MCTS,Hard,X,49,43.7,OX  X  X OOO X  XX X  X  X X O XXOOXOOO      OO X OXOOX XX OXO XOXO XOXOO O  X OX
2025-04-19,18:07:09,Hard,MCTS,O,48,45.18,X     OOOOXOOXXXOO   OOO   XXOOXXOOOXXOXOOX    XXXOX O  OX O  OXXX      XXX      
2025-04-19,18:07:22,MCTS,Easy,X,25,13.13,XOXX  X     XXX X O  XXX   OOO      OO       OO     X O        OO          X     
2025-04-19,18:07:51,Easy,Hard,O,26,28.73,XOOOOO   XOXXO  O XOXOOO   XXO      XXX      X                 X                 
2025-04-19,18:08:14,Hard,Medium,X,51,23.36,XOOOOO   XOXXO  O XOXOOXOXXXXOO XXOOXXX      X OX OX     OOO   O  X  XXOX  XXXOO 
2025-04-19,18:08:16,Medium,Random,X,27,1.98,XOX O  O XO XO X  OO  O        O   OXXX                     OOOXXX      X  X  X  
2025-04-19,18:08:59,Hard,MCTS,O,52,43.14,XO XO  O X O XO  XO XO X  XO XOXXOO  XO  OXXOOXO OXXOO O XOXXO X   XO  XXO XOX  O
2025-04-19,18:09:00,Random,Medium,O,40,0.74, OOXXOXOOOXO X XX X  X  XX OOO       OO  XX   X XOOXO OOO        OXOX    X   X   
2025-04-19,18:10:01,Hard,MCTS,O,42,61.62,XX    OOOOOX X XO  OXXO  O O  OXOO X X OOO   X  X  X  XXOXX O  XXX       O XO  O 
2025-04-19,18:10:34,Hard,Easy,X,37,32.72,XOOOOXXXXXOXX  X  XOXOOX  XXOXOX   XOX X     OO       OO       O        OO       
2025-04-19,18:10:36,Medium,Medium,X,51,2.13,XOOOOO   XOXXO  O XOXOOX  XXXOOXXXOOXXX      X OX OX     OOO   X  X  XO OOXOX XOX
2025-04-19,18:11:23,Hard,Hard,X,53,46.33,XOOOOO   XOXXO  O XOXOOX XXXXOOXXXOOXXX      X OX OX     OOO   OOXXOOXX OX OX  X 
2025-04-19,18:11:47,Hard,Medium,X,51,23.96,XOOOOO   XOXXO  O XOXOOXOXXXXOO XXOOXXX      X OX OX     OOO   O  X  XXOX  XXXOO 
2025-04-19,18:12:10,Medium,Hard,Draw,50,22.96,XOOOOO   XOXXO  O XOXOOX  XXXOOXXXOOXXX      X OX OX     OOO   X  X  X  OOXOOXXO 
2025-04-19,18:12:40,MCTS,Hard,X,41,30.4,OOOOXX XOXXO X  OXX  OOOX  XXX      OOX X X  O X  X  X   OOO   X   O X  OO     OX
2025-04-19,18:12:40,Easy,Easy,X,35,0.08,XOOOOO   XOXX  X  XOXOOO   XOXOX X  XXOXO X  XXX      OOO                        
2025-04-19,18:13:22,Hard,MCTS,O,48,42.0,X O O O  XX  XOOXO X OOO     XOX OOOXOXXXOOOO XOXOXO   X  X  X   OXO OX   XXXX   
2025-04-19,18:13:44,Hard,Random,X,41,21.65,XXX  OOO OOX    OO  OXXX  OO  OXXO    OOO O  X OX  X O X XX  O XXX       X  XO X 
2025-04-19,18:13:45,Medium,Random,X,47,1.73,XXOXO O  O OXXO   OXX  XOOX OOXO O OX  XOXXO O X OX  XX  XXO  X X O   X O X  OO  
2025-04-19,18:13:56,Random,Hard,O,36,10.72,  X XXXX  XXOOO   OOO XX X OX    XX   OXXO  OO O X  X O  O      O OOO     X      
2025-04-19,18:14:17,Random,MCTS,O,42,21.05,OXX XXX XOXXO  O X O    XO O  O XX  OX XO  XO  O XO    O XO OX XO  O  O OX     XO
2025-04-19,18:14:41,Random,MCTS,O,48,24.09,OXXXOXX OO  O XO    O OXO XOXOOXXX XXX X XXO OOOX     X  OOO X XX OOX      OOO   
2025-04-19,18:15:01,MCTS,Medium,O,36,19.36,  X  X  X XO X  X  O  OOXX      O XXXO  OX  XOX XXO XX   OOO   OOO         OOO   
2025-04-19,18:15:03,Medium,Medium,X,51,2.21,XOOOOO   XOXXO  O XOXOOX  XXXOOXXXOOXXX      X OX OX     OOO   X  X  XO OOXOX XOX
2025-04-19,18:15:24,MCTS,Medium,X,37,21.08, OX  X  XXXX  X X OOOX X   OOO      XXXO  XO OOO      O   O  X OO    OX XO X  X  
2025-04-19,18:15:49,Medium,MCTS,O,50,25.45,X O O O  OXOXXOOOXXOXOOO    O XO  OOXXX O   OXXX    OO X X  OOOXX  XX  O  XXOXXX 
2025-04-19,18:16:20,Hard,Random,X,43,30.94,XX OOOO   XOOOX  OO XO X  XXO XO X  XXX      X  XOOX OX O O OX  O      O X   XXXO
2025-04-19,18:16:49,Easy,Hard,O,26,28.95,XOOOOO   XOXXO  O XOXOOO   XXO      XXX      X                 X                 
2025-04-19,18:17:35,Hard,MCTS,O,46,45.53,X O  O OOX  XX OOO X OOO     OXXO XOO XOOXXXOX   X O X  X O  O XXOOX    X XX  X O
2025-04-19,18:18:08,Hard,Easy,X,37,32.76,XOOOOXXXXXOXX  X  XOXOOX  XXOXOX   XOX X     OO       OO       O        OO       
2025-04-19,18:18:31,Medium,Hard,Draw,50,23.09,XOOOOO   XOXXO  O XOXOOX  XXXOOXXXOOXXX      X OX OX     OOO   X  X  X  OOXOOXXO 
2025-04-19,18:18:54,Medium,Hard,Draw,50,23.39,XOOOOO   XOXXO  O XOXOOX  XXXOOXXXOOXXX      X OX OX     OOO   X  X  X  OOXOOXXO 
2025-04-19,18:19:34,MCTS,Hard,X,51,40.26,  XXXX XOOX  X XXOOOX X X  O  OXXXOOO OOXOX O O XO XO   OOOO   OO XX  OXOX X X X 
2025-04-19,18:38:12,Medium,MCTS,X,47,24.05,X OXO X OOXXOXO  O X    OOOXX OXO OOXXXOXO OOOOXX X    OX O  O    XXX   X  X  X  
2025-04-19,18:38:14,Medium,Medium,X,51,2.21,XOOOOO   XOXXO  O XOXOOX  XXXOOXXXOOXXX      X OX OX     OOO   X  X  XO OOXOX XOX
2025-04-19,18:38:16,Medium,Medium,X,51,2.19,XOOOOO   XOXXO  O XOXOOX  XXXOOXXXOOXXX      X OX OX     OOO   X  X  XO OOXOX XOX
2025-04-19,18:38:19,Medium,Medium,X,51,2.21,XOOOOO   XOXXO  O XOXOOX  XXXOOXXXOOXXX      X OX OX     OOO   X  X  XO OOXOX XOX
2025-04-19,18:38:43,Hard,Medium,X,51,24.08,XOOOOO   XOXXO  O XOXOOXOXXXXOO XXOOXXX      X OX OX     OOO   O  X  XXOX  XXXOO 
2025-04-19,18:39:04,MCTS,Random,X,41,21.07,O  X XOO X  X  X   O  O XXXXOOXOO   XXXO  X   O  O O X  OXXXO O  XO    X O  OX O 
2025-04-19,18:39:06,Medium,Medium,X,51,2.23,XOOOOO   XOXXO  O XOXOOX  XXXOOXXXOOXXX      X OX OX     OOO   X  X  XO OOXOX XOX
2025-04-19,18:39:07,Medium,Random,X,45,1.1,XOXXXOO OX  OOO   O OXXXO  O XO  O  OX  XOOXOXOO XX OXX  XXX    X O      XX O    
2025-04-19,18:39:31,Hard,Medium,X,51,24.1,XOOOOO   XOXXO  O XOXOOXOXXXXOO XXOOXXX      X OX OX     OOO   O  X  XXOX  XXXOO 
2025-04-19,18:39:54,Random,MCTS,O,46,23.05,OX  X O X XOOOO   XXXOOXXXO  XOX XX OOO X      XXXO XXX  OOOX    O OOO   XO O    
2025-04-19,18:40:23,Easy,Hard,O,26,29.06,XOOOOO   XOXXO  O XOXOOO   XXO      XXX      X                 X                 
2025-04-19,18:40:44,Random,MCTS,O,42,21.05,OOOX   XXX XO  X    XOOO X   OX O  OX X  XX X O XO X    O O OX XO     OOOXX OX  O
2025-04-19,18:40:58,Random,MCTS,O,28,14.04,O XO  OX OX  O   OXOX O  O X O    O  X   X     X   O     X OX   XOX      X       
2025-04-19,18:40:59,Easy,Easy,X,35,0.09,XOOOOO   XOXX  X  XOXOOO   XOXOX X  XXOXO X  XXX      OOO                        
2025-04-19,18:40:59,Easy,Easy,X,35,0.08,XOOOOO   XOXX  X  XOXOOO   XOXOX X  XXOXO X  XXX      OOO                        
2025-04-19,18:41:36,MCTS,MCTS,X,37,37.13,       O   X OOXOO   OOO    X OX XX   XXXX  O  X X X O O   O OOXXX    OO  O   XXX
2025-04-19,18:41:36,Easy,Easy,X,35,0.08,XOOOOO   XOXX  X  XOXOOO   XOXOX X  XXOXO X  XXX      OOO                        
2025-04-19,18:41:36,Easy,Easy,X,35,0.08,XOOOOO   XOXX  X  XOXOOO   XOXOX X  XXOXO X  XXX      OOO                        
2025-04-19,18:42:25,Hard,MCTS,X,35,49.24,XO  O  O X  XOOX     OOO     XXOXOO   X OX  XOXXO XO  X  X O    X  X  X    O     
2025-04-19,18:42:35,MCTS,Easy,X,19,10.1,XOO X   XX  XX   X   XXX   O        OOO      O                          OO       
2025-04-19,18:42:53,Random,MCTS,O,36,18.06, XXXX  XOO  XX OOOO  O   XOO X O   OOOO X   X          X     X OX  O   OX XX  OX 
2025-04-19,18:43:22,Easy,Hard,O,26,28.95,XOOOOO   XOXXO  O XOXOOO   XXO      XXX      X                 X                 
2025-04-19,18:44:11,MCTS,Hard,X,45,49.03, XX  X  XOOO XXXXOXO OXX  XX  XO X  O  OX O  OOO      X OOX  OX OX  X OXOOO    OX
2025-04-19,18:44:11,Random,Easy,X,29,0.02, X XXX   OXOXXXX XX   X  XXOO      XOOO      OO       O        O        OOO      
2025-04-19,18:44:11,Random,Random,O,62,0.0,X OO OXOOXXO  O OOXXOXOXOXX XO XO XXXOXOO  XOOXXOOXXO  OOOXX O X  XX O XOXOXOOX X
2025-04-19,18:44:58,Hard,Hard,X,53,46.74,XOOOOO   XOXXO  O XOXOOX XXXXOOXXXOOXXX      X OX OX     OOO   OOXXOOXX OX OX  X 
2025-04-19,18:44:58,Easy,Easy,X,35,0.08,XOOOOO   XOXX  X  XOXOOO   XOXOX X  XXOXO X  XXX      OOO                        
2025-04-19,18:44:58,Random,Random,X,49,0.0,OX  X OOOXOOOX  OXXXX       OOXOOXX   O  O OOO XXXX    X  X OX X OXO OX XXXO O OX
2025-04-19,18:45:47,MCTS,MCTS,X,49,49.14,OOO   X  XXOOXO XX   XXX  XOOO  X   XX OX  XO O XO  XOXXO X OXOOO   O  XOOOX X OX
2025-04-19,18:46:20,Hard,Easy,X,37,32.56,XOOOOXXXXXOXX  X  XOXOOX  XXOXOX   XOX X     OO       OO       O        OO       
2025-04-19,18:46:43,Medium,MCTS,X,45,23.3,X O O O  O X O   OXO X  XOO  XOXOXOOXXX   O OOOXXOXO XOX XO   O   XXX   XXX      
2025-04-19,18:47:07,Hard,Medium,X,51,23.51,XOOOOO   XOXXO  O XOXOOXOXXXXOO XXOOXXX      X OX OX     OOO   O  X  XXOX  XXXOO 
2025-04-19,18:47:07,Easy,Easy,X,35,0.08,XOOOOO   XOXX  X  XOXOOO   XOXOX X  XXOXO X  XXX      OOO                        
2025-04-19,18:47:08,Medium,Random,X,35,0.92,XO   O  OX XO  OOO O  OXX O XO   O    OX  O   X    OO  OXXXX    X  X  X XXX      
2025-04-19,18:47:09,Easy,Medium,O,26,1.04,XOOOOO   XOXXO  O XOXOOO   XXO      XXX      X                 X                 
2025-04-19,18:47:10,Medium,Easy,X,37,1.71,XOOOOXXXXXOXX  X  XOXOOX  XXOXOX   XOX X     OO       OO       O        OO       
2025-04-19,18:47:58,Hard,Hard,X,53,47.38,XOOOOO   XOXXO  O XOXOOX XXXXOOXXXOOXXX      X OX OX     OOO   OOXXOOXX OX OX  X 
2025-04-19,18:47:59,Medium,Random,X,39,1.21,XXOOXX XO  OOOO O OXX O O OXXXO     O XXXX  O XO        XO      XO O    XXX      
2025-04-19,18:48:00,Easy,Medium,O,26,1.09,XOOOOO   XOXXO  O XOXOOO   XXO      XXX      X                 X                 
2025-04-19,18:48:00,Easy,Random,O,36,0.03,XOOOO O OXOXOOO  OXXOO OO OXXX O    XXX      X        XXX     O         XXX      
2025-04-19,18:48:33,MCTS,Hard,X,47,32.87,  OXXXO   XOOX  X O X OXXOXOX OXX XXXO OXXOOXO   O   OXO OX     O XO X    XOOO   
2025-04-19,18:48:34,Medium,Random,X,39,0.76,X  OO O O  OO  OO    OOX XO  XXXOOXO XOXX  O    XO    XXX      XXXO    OXXX      
2025-04-19,18:48:46,Easy,MCTS,O,24,12.15,XO  OO O XOX O  O XXO O O  X        XXO      X        X  O     XX                
2025-04-19,18:48:46,Random,Easy,O,42,0.03,XX X  X  OOO X    OO XXX X OOXOX  XXOOO X   XO        O  X    XOXOO  OXXOOXO  O  
2025-04-19,18:48:48,Medium,Medium,X,51,2.22,XOOOOO   XOXXO  O XOXOOX  XXXOOXXXOOXXX      X OX OX     OOO   X  X  XO OOXOX XOX
2025-04-19,18:49:04,Random,Hard,O,42,15.78,XO  O XO  XO XX X   XOX  X X OX O XOO  OX O X O XOOXO  O X XOX O  O  O   O X   X 
2025-04-19,18:49:04,Easy,Easy,X,35,0.08,XOOOOO   XOXX  X  XOXOOO   XOXOX X  XXOXO X  XXX      OOO                        
2025-04-19,18:49:04,Random,Random,X,67,0.0,O  OX O OOOXOOXOXO XXXOXOOXXOXOOX XXXOOXXXOXOOXOXOXXOOX XXXX XO   OXOOOOXXO XO X 
2025-04-19,18:49:24,Random,MCTS,O,40,20.05,X O X   XX  X XX XX   X   O O XOXO  OO XOX X  O O  XO O  OX O   OX O XOX      OOO
2025-04-19,18:49:49,Hard,Medium,X,51,25.43,XOOOOO   XOXXO  O XOXOOXOXXXXOO XXOOXXX      X OX OX     OOO   O  X  XXOX  XXXOO 
2025-04-19,18:50:13,Hard,Medium,X,51,23.98,XOOOOO   XOXXO  O XOXOOXOXXXXOO XXOOXXX      X OX OX     OOO   O  X  XXOX  XXXOO 
2025-04-19,18:50:31,Random,MCTS,O,36,18.05,       XO   XXX X  X  XX X  O  O  O OOO O   XOOO X      X   O  XOOX OXOX  O X  XO
2025-04-19,18:50:56,Medium,Hard,Draw,50,24.31,XOOOOO   XOXXO  O XOXOOX  XXXOOXXXOOXXX      X OX OX     OOO   X  X  X  OOXOOXXO 
2025-04-19,18:51:06,MCTS,Easy,X,19,10.11,O  XXX      XXX   X  X  X  OOO      XOO      OO       O                          
2025-04-19,18:51:22,Random,Hard,O,36,15.66,  XO  XX     XXOX O  OX OX   X X  X  XOOOXO   OX O    OOO X  XXOOO   X       O   
2025-04-19,18:51:52,Easy,Hard,O,26,30.42,XOOOOO   XOXXO  O XOXOOO   XXO      XXX      X                 X                 
2025-04-19,18:51:52,Random,Easy,O,46,0.04,X  X  X  OOXX X XXOOXO  OXXOOO   X  XXOOOOX  OX      XOOOXX    OOX X   XOXOO  O  
2025-04-19,18:51:52,Random,Random,O,52,0.0,X OXOXXOXOOO  O X OXX  O  X X OX O XXX X OX OO X XXXX OX OOOX  XOO O O  O  O OOXX
2025-04-19,18:51:54,Medium,Easy,X,37,1.69,XOOOOXXXXXOXX  X  XOXOOX  XXOXOX   XOX X     OO       OO       O        OO       
2025-04-19,18:52:16,MCTS,Medium,X,41,21.96,XO OXO  X   O  XXX X  X  X O  XOO XXX O XOO XX XXOXO   O  XX     OOOO   OOO      
2025-04-19,18:53:02,Hard,MCTS,O,40,46.78,X  O  OOO   OOO     OXOOO  X XOX OXO O XXOOX XXX      XXX      X  XO OO  X  X  X 
2025-04-19,18:53:02,Random,Random,X,49,0.0,O XXXO X X OOO   O   X  OOO O  X XOOOXO X OOO XOX  O  XXX   O  OXXOO XXXO   XXXXX
2025-04-19,18:53:03,Easy,Random,X,37,0.03,X O OOOO XOO OO  OXXXO OO  X      O XXX      XXX      XXX OO O XXX      X    O   
2025-04-19,18:53:27,Medium,Hard,Draw,50,24.02,XOOOOO   XOXXO  O XOXOOX  XXXOOXXXOOXXX      X OX OX     OOO   X  X  X  OOXOOXXO 
2025-04-19,18:54:03,MCTS,MCTS,O,36,36.14,X O X O X  O O      X  X  X   OOOX XX O O O  X XOOOX O X  X  X O        O  XXXO O
2025-04-19,18:54:03,Random,Random,O,60,0.0, X XXOXXOX OOX OX OOXOOX XOOXXOX XOOX X  XOOO O  XXO OOXO O XXOOOXOO   O  XXXOXXX
2025-04-19,18:54:03,Random,Easy,X,49,0.02,   XXXX XOXX   XXXOOO      OOXXO  O OOXOOXXXXOOO      OOOXX    OOO      OOXXOXXXX
2025-04-19,18:54:25,MCTS,Medium,X,41,22.18,   XXX X   X   XXXXOXOX O XXO XXO  XOOO      O  O XO  O  OX   XOOO    X   OO  XOO
2025-04-19,18:54:40,Random,MCTS,O,30,15.07,X X X  O    X     O X O X O      OOOO   OXX O  O   X  OOOX        X  X  O  XX   X
2025-04-19,18:54:40,Random,Easy,X,31,0.02,O XXX X  X  XX XX OO XXX X OOO   X  OOO      O  X     OOO      OOX               
2025-04-19,18:54:40,Random,Easy,O,44,0.03, XX  XX XOXOOXXXOOO  X XXXXO   XX  XOOO  X  XOOO      OOO      OOO X  XXOOO      
2025-04-19,18:55:00,Medium,MCTS,X,37,19.78,X     OOO OXX X O   OX O  O   OXO OO     X OOO OXXOX     XXX  OXXX      XXX      
2025-04-19,18:55:22,MCTS,Medium,X,41,22.09,XO X  X  OX  O XXOO XO X OOO OXXX   OX OXXO     OOO   X   X OOXX OX      OX  X   
2025-04-19,18:55:32,MCTS,Easy,X,19,10.08,O X X X  OXO X  X XO X  X  O        OO                OO       X                 
2025-04-19,18:55:57,MCTS,Medium,X,45,24.67,XO  O  OX OOXXX    X OXOOX OOX  OO X  XOX X  O  X  X XX  XOOXOX X  X OOX  O O O  
2025-04-19,18:56:31,Hard,Easy,X,37,34.05,XOOOOXXXXXOXX  X  XOXOOX  XXOXOX   XOX X     OO       OO       O        OO       
2025-04-19,18:56:31,Random,Easy,O,32,0.03,OX XXXXX XO XXX X  X    XX OOO      OOO      OOO      OO   X   OOO       X       
2025-04-19,18:57:19,Hard,Hard,X,53,48.23,XOOOOO   XOXXO  O XOXOOX XXXXOOXXXOOXXX      X OX OX     OOO   OOXXOOXX OX OX  X 
2025-04-19,18:57:21,Medium,Medium,X,51,2.32,XOOOOO   XOXXO  O XOXOOX  XXXOOXXXOOXXX      X OX OX     OOO   X  X  XO OOXOX XOX
2025-04-19,18:57:44,Medium,MCTS,O,44,23.12,X O OO  O OXXO  O OX XOO  OOO OXXO  X  XOXX OXXX    OOO  OX  X XXX    O X  X  X  
2025-04-19,19:00:14,Easy,Easy,X,35,0.09,XOOOOO   XOXX  X  XOXOOO   XOXOX X  XXOXO X  XXX      OOO                        
2025-04-19,19:00:40,MCTS,Medium,O,48,25.74, X  X  X  O   XXXX    XOXX OX O XO  OXOXOXX OXOXXOOOX OOOXOX  OOOO         OOOX X
2025-04-19,19:00:40,Easy,Random,X,39,0.03,X OOO O  XOOO OOOOXXX OOOO XX   O   XXO  O   XXX      XXX      XX      OXXX      
2025-04-19,19:01:31,Hard,MCTS,X,39,50.81,X     OOO     O XOO  OXOO  X OXO XO   XOXOX  XXX      XO XO  O  XX  O XO  XX  X  
2025-04-19,19:02:03,Hard,Easy,X,37,32.21,XOOOOXXXXXOXX  X  XOXOOX  XXOXOX   XOX X     OO       OO       O        OO       
2025-04-19,19:02:49,Hard,Hard,X,53,45.65,XOOOOO   XOXXO  O XOXOOX XXXXOOXXXOOXXX      X OX OX     OOO   OOXXOOXX OX OX  X 
2025-04-19,19:03:41,MCTS,MCTS,O,52,52.12,  O O O   OXXX OO XOXO OXX XOOXX  O    OOO XX   X OXXXXXO XXOXXXXXO OOO  XO O O O
2025-04-19,19:03:57,MCTS,Random,X,31,16.09,      XXXO        O O O O    X  X  XO X   O O    XOXOOO X  X  X XO        XOXOX  
2025-04-19,19:04:20,Medium,Hard,Draw,50,23.09,XOOOOO   XOXXO  O XOXOOX  XXXOOXXXOOXXX      X OX OX     OOO   X  X  X  OOXOOXXO 
2025-04-19,19:04:48,Easy,Hard,O,26,28.48,XOOOOO   XOXXO  O XOXOOO   XXO      XXX      X                 X                 
2025-04-19,19:05:20,Hard,Easy,X,37,31.72,XOOOOXXXXXOXX  X  XOXOOX  XXOXOX   XOX X     OO       OO       O        OO       
2025-04-19,19:05:33,Easy,MCTS,O,26,13.17,X     OOOX OO O  OX  OOO   XXX  O    O       XXX      X        X        XX O     
2025-04-19,19:05:40,Random,Hard,O,30,6.71, X  XXXO O X   X XOOO XXX  X   X    OOO        XO O X OOO         O  X   O       
2025-04-19,19:05:41,Random,Medium,O,46,0.82,OX X XXX O  X X O O  OOOX XOO XXX XXX  O  X XOXXOOOX   OXOOOX    OO X     O O O  
2025-04-19,19:06:09,Easy,Hard,O,26,28.59,XOOOOO   XOXXO  O XOXOOO   XXO      XXX      X                 X                 
2025-04-19,19:06:28,MCTS,Medium,X,35,18.88,  X  X  XO  XXX   O  XXXX      X  XO  OOO OXXOOO      OX  X  X   O O O  O  O  O X
2025-04-19,19:06:39,Random,Hard,O,34,10.32,X O XX  XX OXX  X OX O X XX OXXO  O OOOX     OOO               O XO X   OO       
